Name in English,Countries,ISO639-3 codes,Degree of endangerment,Number of speakers,Latitude,Longitude
Handuri,India,hii,Critically endangered,138,31.0011,77.3107
Suruahá,Brazil,swx,Vulnerable,136,-6.8828,-66.9726
Kutenai,"Canada, United States of America",kut,Severely endangered,135,49.6467,-115.7372
Nauna,Papua New Guinea,ncn,Vulnerable,130,-2.2159,148.1986
Okanagan,"Canada, United States of America",oka,Definitely endangered,130,50.3059,-119.3228
Piu,Papua New Guinea,pix,Definitely endangered,130,-6.9591,146.4257
Ocaina (Colombia),Colombia,oca,Severely endangered,126,-2,-71.5
Yuki,Bolivia (Plurinational State of),yuq,Severely endangered,125,-16.2463,-65.0061
Asurini do Xingu,Brazil,asn,Vulnerable,124,-3.9095,-52.4707
Nahukwa,Brazil,mzo,Definitely endangered,124,-12.1043,-53.2944
Aputai,Indonesia,apx,Critically endangered,120,-7.6511,126.4086
Budibud,Papua New Guinea,btp,Vulnerable,120,-9.2973,153.6891
Capanahua,Peru,kaq,Severely endangered,120,-6.5991,-74.2895
Dâw,Brazil,kwa,Vulnerable,120,0.2197,-68.7744
Ili Turk,China,ili,Severely endangered,120,44.0244,81.145
Lamu,China,llh,Critically endangered,120,26.2434,100.8654
Obokuitai,Indonesia,afz,Vulnerable,120,-2.9046,138.0816
Polonomombauk,Vanuatu,plb,Definitely endangered,120,-15.4907,167.0814
Samre,Cambodia,sxm,Critically endangered,120,12.1166,103.0833
Tutuba,Vanuatu,tmi,Definitely endangered,120,-15.5727,167.275
Northern Tutchone,Canada,ttm,Definitely endangered,115,62.8255,-136.5838
Dubu,Indonesia,dmu,Vulnerable,110,-3.5134,140.8612
Haisla,Canada,has,Critically endangered,110,53.9745,-128.6443
Heiltsuk,Canada,hei,Critically endangered,105,52.1591,-128.1546
Kwegu,Ethiopia,xwg,Critically endangered,103,5.4191,36.0791
Adnyamathanha,Australia,adt,Definitely endangered,100,-30.6,138.6035
Ainbai,Papua New Guinea,aic,Severely endangered,100,-3.1,141.2
Arem,"Lao People's Democratic Republic, Viet Nam",aem,Severely endangered,100,18.1771,105.3369
Banawá Yafi,Brazil,jaa,Vulnerable,100,-6.6427,-64.5996
Bara (Colombia),Colombia,"pok, bao",Critically endangered,100,0.05,-70.1733
Bikaru,Papua New Guinea,bic,Severely endangered,100,-4.8,143
Boor,Chad,bvf,Critically endangered,100,10.2149,17.3721
Burate,Indonesia,bti,Severely endangered,100,-2.7811,135.9915
Callahuaya,Bolivia (Plurinational State of),caw,Critically endangered,100,-15.1357,-69.1699
Comanche,United States of America,com,Severely endangered,100,34.6086,-98.3904
Dabra,Indonesia,None,Vulnerable,100,-3.4092,139.0209
Djinang,Australia,dji,Definitely endangered,100,-12.3507,135.1098
Dulbu,Nigeria,dbo,Critically endangered,100,9.985,10.0579
Ghomara,Morocco,gho,Critically endangered,100,35.0108,-5.5151
Itelmen,Russian Federation,itl,Critically endangered,100,57.1496,156.9012
Jebero,Peru,jeb,Critically endangered,100,-5.3097,-75.9814
Jilbe,Nigeria,jie,Critically endangered,100,11.749,14.5458
Kalamo,Papua New Guinea,kkc,Severely endangered,100,-6.7,142.5
Kanowit,Malaysia,kxn,Severely endangered,100,2.0652,112.1489
Karas,Indonesia,kgv,Severely endangered,100,-3.4585,132.6599
Kiong,Nigeria,kkm,Critically endangered,100,5.2906,8.3523
Kofei,Indonesia,kpi,Severely endangered,100,-2.3833,136.7907
Likum,Papua New Guinea,lib,Definitely endangered,100,-2.1651,146.6921
Maricopa,United States of America,mrc,Severely endangered,100,33.3772,-112.1676
Mohave (Arizona),United States of America,mov,Severely endangered,100,34.0231,-114.5045
Mohave (California),United States of America,mov,Severely endangered,100,34.6905,-114.598
Molo,Sudan,zmo,Critically endangered,100,10.898,34.2773
Mulao,China,None,Severely endangered,100,26.5851,107.9524
Mvanip,Nigeria,mcj,Critically endangered,100,6.7027,11.2225
Nafi,Papua New Guinea,srf,Severely endangered,100,-6.3999,146.802
Nemadi,Mauritania,None,Critically endangered,100,18.4118,-9.4482
Ninam (Venezuela),Venezuela (Bolivarian Republic of),shb,Vulnerable,100,4.5435,-63.5668
Omagua (Peru),Peru,omg,Critically endangered,100,-4.0724,-73.103
Oroch,Russian Federation,oac,Critically endangered,100,49.1781,139.7625
Oroha,Solomon Islands,ora,Severely endangered,100,-9.7686,161.51
Pauwi,Indonesia,yki,Vulnerable,100,-1.8151,137.8193
Piame,Papua New Guinea,pin,Severely endangered,100,-4.9,142.85
Pyu,Indonesia,pby,Severely endangered,100,-4.5,140.9
Ruga,India,ruh,Critically endangered,100,25.2844,90.4614
Sahaptin,United States of America,"uma, waa",Severely endangered,100,44.7712,-121.2871
Samatao,China,ysd,Critically endangered,100,24.9359,102.7935
Seneca (United States of America),United States of America,see,Severely endangered,100,42.3291,-78.868
Senggi,Indonesia,snu,Vulnerable,100,-3.4339,140.7685
Shawnee,United States of America,sjw,Severely endangered,100,35.359,-96.9298
Shiwiar,Ecuador,acu,Severely endangered,100,-2.2186,-76.8164
Shompen,India,sil,Critically endangered,100,7.0245,93.8232
Soo,Uganda,teu,Critically endangered,100,2.161,34.5986
Tai Nora,India,None,Critically endangered,100,26.8485,94.5648
Tai Rong,India,None,Critically endangered,100,26.9024,94.757
Tangam,India,adi,Critically endangered,100,29.1473,94.5538
Tariana (Brazil),Brazil,tae,Critically endangered,100,0.9228,-67.5439
Tirahi,Afghanistan,tra,Critically endangered,100,34.3139,70.3729
"Ute (Colorado, Southern Ute)",United States of America,ute,Severely endangered,100,37.115,-107.6331
Vehes,Papua New Guinea,val,Severely endangered,100,-6.9427,146.9311
Wik Ngathan,Australia,wig,Definitely endangered,100,-14.9561,141.8884
Xokleng,Brazil,xok,Critically endangered,100,-26.5522,-49.0779
Yangkam,Nigeria,bsx,Critically endangered,100,9.1048,9.8904
Yarawata,Papua New Guinea,yrw,Severely endangered,98,-4.9377,145.4946
O'odham (Mexico),Mexico,ood,Definitely endangered,94,31.5188,-112.7472
Samosa,Papua New Guinea,swm,Severely endangered,94,-5.0116,145.5386
Mindiri,Papua New Guinea,mpn,Severely endangered,93,-5.5517,146.1538
Usu,Papua New Guinea,usu,Severely endangered,93,-5.2851,145.4974
Iteri,Papua New Guinea,itr,Severely endangered,90,-4.0807,141.5039
Ngarinyin,Australia,ung,Definitely endangered,90,-16.9096,125.4199
Repanbitip,Vanuatu,rpn,Definitely endangered,90,-16.3155,167.6026
Tofanma,Indonesia,tlg,Vulnerable,90,-3.5675,140.7925
Taiap,Papua New Guinea,gpn,Severely endangered,89,-4.1,144.5
Kusunda,Nepal,"kru, kxl",Critically endangered,87,27.9275,84.2866
Patamona (Brazil),Brazil,pbc,Vulnerable,87,4.5216,-60.3808
Xiri,South Africa,xii,Critically endangered,87,-31.3924,21.0498
Narau,Indonesia,nxu,Severely endangered,85,-3.3818,139.8202
Ak,Papua New Guinea,akq,Severely endangered,83,-3.6093,141.6604
Araona,Bolivia (Plurinational State of),aro,Severely endangered,81,-12.4473,-68.1372
Ari,Papua New Guinea,aac,Severely endangered,80,-8,142.4
Assiniboine (Canada),Canada,asb,Critically endangered,80,50.3536,-103.4841
Dorro,Papua New Guinea,mxw,Severely endangered,80,-9.1834,141.8994
Gong,Thailand,ugo,Severely endangered,80,15.088,99.523
Itik,Indonesia,itx,Vulnerable,80,-2.3181,139.148
Mari,Papua New Guinea,mbx,Severely endangered,80,-9.0478,141.8994
Pwapwa,New Caledonia (France),pop,Severely endangered,80,-20.8074,164.5367
Somm,Papua New Guinea,smc,Definitely endangered,80,-6.1296,146.4642
Tobati,Indonesia,tti,Severely endangered,80,-2.6059,140.7997
Moré,Bolivia (Plurinational State of),ite,Critically endangered,76,-12.0822,-64.9731
Mores,Vanuatu,rga,Severely endangered,75,-15.3583,166.8988
Musan,Papua New Guinea,mmp,Severely endangered,75,-4.0355,141.361
Papi,Papua New Guinea,ppe,Severely endangered,75,-4.5,142
Sarcee,Canada,srs,Critically endangered,75,50.9682,-114.3851
Sekani,Canada,sek,Critically endangered,75,58.0952,-122.7067
Arawun,Papua New Guinea,awm,Severely endangered,73,-5.5093,145.8929
Siriano (Brazil),Brazil,sri,Vulnerable,71,0.5244,-67.5
Teko,Mexico,ttc,Severely endangered,71,15.6582,-92.1427
Anus,Indonesia,auq,Severely endangered,70,-2.1268,139.5126
Awera,Indonesia,awr,Vulnerable,70,-2.7084,136.0395
Boruca,Costa Rica,None,Critically endangered,70,9.001,-83.323
Doutai,Indonesia,tds,Severely endangered,70,-3.2282,138.2189
East Cape Yupik,Russian Federation,ynk,Critically endangered,70,66.0166,-169.7166
Iresim,Indonesia,ire,Severely endangered,70,-3.6011,135.1428
Mafea,Vanuatu,mkv,Definitely endangered,70,-15.4219,167.2366
Vilamovian,Poland,wym,Severely endangered,70,49.7909,18.762
Western Chocho,Mexico,None,Severely endangered,70,17.7486,-97.4409
Yankunytjatjara,Australia,kdd,Definitely endangered,70,-27.3132,132.0666
Yanyuwa,Australia,jao,Severely endangered,70,-15.9613,136.3842
Yapunda,Papua New Guinea,yev,Severely endangered,69,-3.5,142.4
Bothar,Papua New Guinea,bow,Severely endangered,68,-9.0695,141.155
Kari'ña (Brazil),Brazil,"car, ciy",Definitely endangered,66,4.0067,-51.6027
Ritharrngu,Australia,rit,Definitely endangered,66,-13.1543,134.8242
Northern Straits Salish,United States of America,sal,Critically endangered,65,48.488,-122.6363
Sumariup,Papua New Guinea,siv,Severely endangered,65,-4.7,143.3
Ixil (Mexico),Mexico,None,Critically endangered,64,19.508,-89.3188
Orok,Russian Federation,oaa,Critically endangered,64,52.3437,143.0557
Carapana (Brazil),Brazil,cbc,Severely endangered,63,-3.0966,-65.061
Yan-nhangu,Australia,jay,Definitely endangered,61,-12.094,134.89
Atemble,Papua New Guinea,ate,Definitely endangered,60,-5.1292,144.7421
Bagupi,Papua New Guinea,bpi,Definitely endangered,60,-5.0454,145.5822
Carapana (Colombia),Colombia,cbc,Definitely endangered,60,0.9337,-70.8178
Gooniyandi,Australia,gni,Severely endangered,60,-18.8335,125.9912
Gurrgoni,Australia,gge,Vulnerable,60,-12.1037,134.3408
Kija,Australia,gia,Severely endangered,60,-18.0832,128.1884
Montana Salish,United States of America,fla,Critically endangered,60,47.5944,-114.1182
Ngangikurunggurr,Australia,nam,Severely endangered,60,-14.6792,130.3967
Olultecan,Mexico,None,Severely endangered,60,17.9277,-94.8969
Senaya,Iran (Islamic Republic of),syn,Critically endangered,60,36.2664,50.0042
Tahltan,Canada,tht,Critically endangered,60,57.8451,-129.9745
Tembé,Brazil,tqb,Severely endangered,60,-2.6467,-46.7248
Mosimo,Papua New Guinea,mqv,Severely endangered,58,-4.9473,145.5551
Tapayuna,Brazil,suy,Severely endangered,58,-10.5559,-53.0639
Bepour,Papua New Guinea,bie,Severely endangered,57,-4.586,145.4184
Faita,Papua New Guinea,faj,Severely endangered,57,-5.657,145.5001
Teribe (Costa Rica),Costa Rica,tfr,Critically endangered,57,9.0593,-83.2876
Kiliwa,Mexico,klb,Critically endangered,56,31.25,-115.6166
Moere,Papua New Guinea,mvq,Severely endangered,56,-4.6038,145.437
Baure,Bolivia (Plurinational State of),brg,Critically endangered,55,-13.1008,-64.5007
Southern Haida,Canada,hax,Critically endangered,55,53.2697,-131.9861
Tlingit (Canada),Canada,tli,Critically endangered,55,60.171,-132.7395
Upper Tanana (United States of America),United States of America,tau,Critically endangered,55,62.6867,-141.2182
Zapotec of Asunción Tlacolulita,Mexico,zpk,Critically endangered,53,16.3,-95.7166
Trumai,Brazil,tpy,Critically endangered,51,-11.8807,-53.6009
Arabela,Peru,arl,Severely endangered,50,-1.5818,-75.3881
Arha,New Caledonia (France),aqr,Critically endangered,50,-21.3047,165.0146
Banjima,Australia,pnw,Severely endangered,50,-22.289,119.3774
Bella Coola,Canada,blc,Critically endangered,50,52.3823,-126.7255
Budong-Budong,Indonesia,bdx,Critically endangered,50,-2.0601,119.3074
Bulgebi,Papua New Guinea,bmp,Definitely endangered,50,-5.7485,146.4532
Chiquitano (Brazil),Brazil,cax,Critically endangered,50,-17.4345,-58.0627
Forest Yukagir,Russian Federation,yux,Critically endangered,50,65.4936,151.0757
Gorovu,Papua New Guinea,grg,Severely endangered,50,-4.5,144.6
Iduh (Lao PDR),Lao People's Democratic Republic,None,Critically endangered,50,19.3292,103.3758
Karaim (Lithuania),Lithuania,kdr,Severely endangered,50,54.642,24.9499
Kasong,"Cambodia, Thailand",syo,Critically endangered,50,12.564,102.529
Kayupulau,Indonesia,kzu,Critically endangered,50,-2.5464,140.725
Lolak,Indonesia,llq,Critically endangered,50,0.8569,124.0081
Maku'a,Timor-Leste,lva,Critically endangered,50,-8.4017,127.2271
Makurap,Brazil,mpu,Severely endangered,50,-12.1682,-63.0285
Miriwoong,Australia,mep,Critically endangered,50,-16.7631,128.9025
Moraori,Indonesia,mok,Severely endangered,50,-8.7113,140.7128
Nakkara,Australia,nck,Severely endangered,50,-12.1145,134.5825
Ngarinman,Australia,nbj,Severely endangered,50,-16.6782,129.7485
Norfolk-Pitcairn (Pitcairn),Pitcairn  (U.K.),pih,Vulnerable,50,-24.3721,-128.3203
Omaha-Ponca,United States of America,oma,Critically endangered,50,42.0817,-96.4855
Omotik,Kenya,omt,Critically endangered,50,-1.115,35.9143
Onge,India,oon,Critically endangered,50,10.639,92.4938
Patua,China,mzs,Critically endangered,50,22.1632,113.5464
Paulohi,Indonesia,plh,Critically endangered,50,-3.2721,128.757
Potawatomi (Kansas),United States of America,pot,Critically endangered,50,39.3251,-95.8495
Potawatomi (Michigan),United States of America,pot,Critically endangered,50,45.0269,-84.1992
Potawatomi (Oklahoma),United States of America,pot,Critically endangered,50,35.3135,-96.9255
Potawatomi (Wisconsin),United States of America,pot,Critically endangered,50,45.5601,-88.83
Salas,Indonesia,sgu,Severely endangered,50,-3.135,130.5505
Samray,"Cambodia, Thailand",smu,Critically endangered,50,13.685,101.5931
Sapé,Venezuela (Bolivarian Republic of),spc,Critically endangered,50,5.0033,-63.5449
Sentilese,India,std,Critically endangered,50,11.5446,92.2576
Sian,Malaysia,spg,Severely endangered,50,2.3854,114.3354
Tambotalo,Vanuatu,tls,Severely endangered,50,-15.4655,167.1027
Tanacross,United States of America,tcb,Critically endangered,50,64.2159,-145.9643
Tanaina,United States of America,tfn,Severely endangered,50,63.3422,-148.8647
Tanimbili,Solomon Islands,tbe,Severely endangered,50,-11.2935,166.5211
Warumungu,Australia,wrm,Severely endangered,50,-19.5183,133.9453
Zapotec of San Felipe Tejalapan,Mexico,ztt,Critically endangered,50,17.1099,-96.8539
Tench,Papua New Guinea,tns,Critically endangered,49,-1.6394,150.6939
Mudburra,Australia,mwd,Severely endangered,48,-16.9727,131.77
Nunggubuyu,Australia,nuy,Severely endangered,44,-13.8807,135.725
Dumun,Papua New Guinea,dui,Critically endangered,42,-5.5421,146.0906
Kudu-Camo,Nigeria,kov,Critically endangered,42,11.0166,8.8879
Asumboa,Solomon Islands,aua,Severely endangered,40,-11.2982,166.4868
Bunuba,Australia,bck,Severely endangered,40,-17.8951,125.7495
Chamacoco,"Brazil, Paraguay",ceg,Critically endangered,40,-23.0595,-55.6127
Garrwa,Australia,gbc,Severely endangered,40,-17.1197,137.6806
Gumbaynggirr,Australia,kgs,Critically endangered,40,-30.3349,152.8198
Maremgi,Indonesia,mrx,Definitely endangered,40,-2.2571,139.5455
Mono (Western),United States of America,mnr,Critically endangered,40,37.0943,-119.4999
Southern Tutchone,Canada,tce,Critically endangered,40,60.7796,-137.4983
Tipai (United States of America),United States of America,dih,Severely endangered,40,32.6049,-116.4678
Tofa,Russian Federation,kim,Critically endangered,40,53.7324,98.2589
Udege,Russian Federation,ude,Critically endangered,40,47.6209,136.0903
Yoki,Indonesia,wor,Severely endangered,40,-1.5893,137.9127
Noy,Chad,noy,Critically endangered,36,8.9312,17.8829
Chulym Turk,Russian Federation,clw,Critically endangered,35,57.3354,88.1542
Kapori,Indonesia,khp,Critically endangered,35,-3.4,139.7
Kaqchikel (Mexico),Mexico,None,Critically endangered,35,19.4044,-90.0604
Menominee,United States of America,mez,Critically endangered,35,44.9356,-88.6144
Quechua of Pacaraos,Peru,qvp,Critically endangered,35,-11.2538,-76.8054
Turaka,Papua New Guinea,trh,Critically endangered,35,-9.796,149.447
Barasana (Brazil),Brazil,bsn,Severely endangered,34,0.7909,-68.6425
Bilakura,Papua New Guinea,bql,Critically endangered,34,-4.9404,145.5303
Macuna (Brazil),Brazil,myy,Vulnerable,32,1.1395,-67.7636
Jarawa,India,ang,Critically endangered,31,12.6028,92.752
Kowaki,Papua New Guinea,"xss, zko",Critically endangered,31,-4.6079,145.4067
Kri,Lao People's Democratic Republic,None,Severely endangered,31,18.25,105
Mawak,Papua New Guinea,mjj,Critically endangered,31,-4.5819,145.3079
Alabat Island Agta,Philippines,dul,Critically endangered,30,14.1209,122.0282
Amahai,Indonesia,amq,Critically endangered,30,-3.3352,128.9314
Bardi,Australia,bcj,Severely endangered,30,-16.9307,122.871
Cahuilla,United States of America,chl,Critically endangered,30,33.5404,-116.7436
Cambap,Cameroon,twn,Critically endangered,30,6.4872,11.802
Carijona,Colombia,cbd,Critically endangered,30,-1.2743,-70.1147
Chintaw,China,xia,Critically endangered,30,24.9263,98.2414
Comox/Sliammon,Canada,coo,Critically endangered,30,49.6795,-124.9542
Djeoromitxi,Brazil,jbt,Severely endangered,30,-12.05,-64.6655
Duriankere,Indonesia,dbn,Critically endangered,30,-1.3896,130.9247
Goundo,Chad,goy,Critically endangered,30,9.4761,16.2652
Kawucha,Papua New Guinea,None,Critically endangered,30,-6.9373,146.1621
Kwerisa,Indonesia,kkb,Critically endangered,30,-2.9759,138.153
Mono (Eastern),United States of America,mnr,Critically endangered,30,37.3674,-118.3953
Ngalkbun,Australia,ngk,Severely endangered,30,-13.5178,134.6264
Punan Batu,Malaysia,pnm,Critically endangered,30,2.6021,114
Rama,Nicaragua,None,Critically endangered,30,11.8847,-83.7995
Sia Pedee,Ecuador,sja,Critically endangered,30,0.9887,-79.1674
Ske,Vanuatu,None,Severely endangered,30,-15.9085,168.1924
Valley Yokuts,United States of America,yok,Severely endangered,30,36.0582,-119.5241
Warnman,Australia,wbt,Severely endangered,30,-22.9786,122.7832
Wik Ngencherr,Australia,wua,Severely endangered,30,-14.0939,141.8554
Wiradjuri,Australia,wrh,Critically endangered,30,-34.5608,147.041
Malinaltepec Tlapanec,Mexico,tll,Vulnerable,29,17.2451,-98.6717
Ahtna,United States of America,aht,Critically endangered,25,62.7547,-144.3164
Bieria,Vanuatu,brj,Critically endangered,25,-16.8045,168.2446
Caddo,United States of America,cad,Critically endangered,25,35.0985,-98.2603
Columbian,United States of America,col,Critically endangered,25,48.1764,-119.0523
Iquito,Peru,iqu,Critically endangered,25,-3.6449,-74.1577
Kwazá,Brazil,xwa,Critically endangered,25,-12.651,-60.4138
Marrithiyel,Australia,mfr,Critically endangered,25,-13.806,130.0451
Massep,Indonesia,mvs,Critically endangered,25,-1.7575,138.3178
Mor,Indonesia,moq,Severely endangered,25,-2.8607,132.7697
Pisamira,Colombia,tuo,Critically endangered,25,1.0656,-70.4388
Sakurabiat,Brazil,skf,Severely endangered,25,-12.967,-61.2652
Surel,Nepal,None,Critically endangered,25,27.6969,86.3058
Upper Kuskokwim,United States of America,kuu,Critically endangered,25,63.0091,-154.3889
Zumaya,Cameroon,zuy,Critically endangered,25,10.5323,14.3591
Kashaya,United States of America,kju,Critically endangered,24,38.6603,-123.3045
Kavalan,China,ckv,Critically endangered,24,24.7393,121.6996
Wardaman,Australia,wrr,Severely endangered,24,-14.9925,131.9293
Washo,United States of America,was,Severely endangered,24,38.9226,-119.7256
Kuku Yalanji,Australia,gvn,Severely endangered,23,-15.8148,144.9316
Sām,Nepal,raq,Severely endangered,23,27.3595,86.9979
Southwestern Tlapanec,Mexico,None,Vulnerable,23,16.9629,-99.0953
Alawa,Australia,alh,Critically endangered,22,-16.4676,134.0771
Tobian,Palau,tox,Critically endangered,22,2.9594,131.8084
Bara (Brazil),Brazil,"pok, bao",Vulnerable,21,0.3515,-68.9721
Ixcatec,Mexico,ixc,Critically endangered,21,17.8493,-97.181
Añu,Venezuela (Bolivarian Republic of),pbg,Critically endangered,20,11.022,-71.7352
Barzani Jewish Neo-Aramaic (Israel),Israel,bjf,Critically endangered,20,31.7888,35.1947
Bom,Sierra Leone,bmf,Severely endangered,20,7.3188,-11.9915
Bundjalung,Australia,bdy,Severely endangered,20,-28.9998,152.9077
